MSZoning,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SalePrice,Years Before Sale,Years Since Remod
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,TA,971,TA,Y,SBrkr,971,971,1,TA,5,Typ,1,1,300,Y,128500,37,37
RL,IR1,Low,AllPub,CulDSac,Mod,Norm,Norm,1Fam,1Story,8,Gable,CompShg,HdBoard,HdBoard,Gd,TA,1742,TA,Y,SBrkr,1742,1742,2,Gd,5,Typ,1,2,564,Y,275000,21,21
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,848,Ex,Y,SBrkr,848,848,1,Gd,3,Typ,0,2,420,Y,143000,6,6
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,Gd,864,Ex,Y,SBrkr,864,864,1,TA,5,Typ,0,2,463,Y,124500,39,39
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,941,Ex,Y,SBrkr,997,1470,2,TA,7,Typ,0,1,548,Y,135000,54,36
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,Hip,CompShg,CemntBd,CmentBd,Ex,TA,1698,Ex,Y,SBrkr,1698,1698,2,Ex,8,Typ,1,3,768,Y,320000,2,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,Plywood,TA,TA,864,TA,Y,SBrkr,864,864,1,Gd,5,Typ,0,2,660,Y,120500,39,39
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Plywood,Gd,Gd,880,Ex,Y,SBrkr,1680,1680,2,Gd,5,Typ,1,2,540,Y,222000,21,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1232,Ex,Y,SBrkr,1232,1232,2,Gd,6,Typ,0,2,632,Y,194500,2,2
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,Duplex,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1584,TA,Y,SBrkr,1776,1776,2,TA,9,Typ,0,3,888,Y,110000,51,51
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,780,TA,Y,FuseA,848,1208,1,TA,5,Typ,0,2,539,Y,103000,84,59
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,CemntBd,CmentBd,Gd,TA,1595,Ex,Y,SBrkr,1616,1616,2,Gd,5,Typ,1,2,608,Y,236500,15,14
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,868,Ex,Y,SBrkr,1146,1146,2,Gd,6,Typ,1,2,438,Y,187500,4,4
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1153,Ex,Y,SBrkr,1153,2031,2,Gd,8,Typ,1,2,541,Y,222500,10,9
RL,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,TA,TA,864,Ex,Y,SBrkr,1144,1144,1,TA,6,Typ,1,1,264,Y,131400,48,26
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,948,TA,Y,SBrkr,948,948,1,TA,6,Typ,0,1,300,Y,108000,39,39
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,7,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,880,Fa,N,SBrkr,880,1768,1,TA,6,Typ,2,2,320,N,163000,92,36
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,3,Gable,CompShg,Stucco,Stone,TA,TA,0,Gd,N,FuseF,1040,1040,2,TA,6,Typ,0,2,400,Y,93500,56,56
RL,IR1,HLS,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,893,Ex,Y,SBrkr,901,1801,2,Gd,8,Typ,1,3,800,Y,239900,1,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,1200,TA,Y,SBrkr,1200,1200,3,TA,5,Typ,0,0,0,Y,179000,22,21
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,864,Ex,Y,SBrkr,864,1728,2,Gd,7,Typ,0,2,572,Y,190000,5,5
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,Gable,CompShg,Wd Sdng,Wd Shng,TA,Gd,264,Ex,Y,SBrkr,768,1432,2,TA,7,Typ,0,2,360,Y,132000,97,5
RL,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,TA,Gd,912,Gd,Y,SBrkr,912,912,1,Gd,5,Typ,0,1,288,Y,142000,47,12
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,1349,Ex,Y,SBrkr,1349,1349,2,TA,6,Typ,0,2,539,Y,179000,7,6
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,520,Ex,Y,SBrkr,1464,1464,2,TA,6,Min2,1,2,480,Y,175000,46,10
RL,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,HdBoard,HdBoard,Gd,TA,1337,Gd,Y,SBrkr,1337,1337,2,Gd,5,Typ,1,2,462,Y,180000,15,15
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Hip,CompShg,VinylSd,VinylSd,Ex,Gd,1142,Ex,Y,SBrkr,1175,2715,3,Gd,11,Typ,2,2,831,Y,299800,32,12
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,952,Ex,Y,SBrkr,980,2256,2,Gd,8,Typ,1,2,554,Y,236000,9,9
RM,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Mansard,CompShg,Stucco,Stucco,Gd,TA,1240,TA,N,SBrkr,1320,2640,1,Gd,8,Typ,1,4,864,N,265979,129,6
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1720,Ex,Y,SBrkr,1720,1720,2,Gd,7,Typ,1,2,527,Y,260400,14,14
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,WdShing,Wd Shng,TA,TA,0,TA,N,FuseF,1088,1529,2,TA,9,Mod,0,1,240,N,98000,64,59
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,576,Gd,Y,SBrkr,792,1140,1,TA,7,Min2,0,0,0,N,96500,100,6
RL,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,660,Ex,Y,SBrkr,660,1320,2,Gd,6,Typ,0,2,400,Y,162000,4,4
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,TA,Gd,1479,Ex,Y,SBrkr,1494,1494,2,Gd,6,Typ,0,2,576,Y,217000,9,9
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1030,Gd,Y,SBrkr,1038,2098,2,Ex,8,Typ,1,3,878,Y,275500,1,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,TA,TA,1026,Gd,Y,SBrkr,1026,1026,1,Gd,5,Typ,0,2,440,Y,156000,40,4
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,Gable,CompShg,MetalSd,MetalSd,TA,TA,729,Gd,Y,SBrkr,742,1471,2,TA,6,Typ,0,2,440,Y,172500,10,10
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,866,Ex,Y,SBrkr,866,1768,2,Gd,7,Typ,0,2,578,Y,212000,2,2
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,HdBoard,TA,TA,672,TA,Y,SBrkr,672,1386,2,TA,6,Typ,1,2,440,Y,158900,32,32
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,Gable,CompShg,MetalSd,MetalSd,TA,TA,744,Gd,Y,SBrkr,757,1501,2,TA,6,Typ,0,2,440,Y,179400,9,9
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1318,Ex,Y,SBrkr,1328,2531,2,Gd,9,Typ,1,3,752,Y,290000,12,12
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,864,Ex,Y,SBrkr,864,864,1,TA,5,Typ,0,1,300,Y,127500,50,50
RM,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1145,TA,Y,SBrkr,1301,1301,1,Fa,5,Min1,0,2,440,Y,100000,85,59
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,756,Ex,Y,SBrkr,764,1547,2,Gd,7,Typ,0,2,614,Y,215200,1,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1252,Ex,Y,SBrkr,1268,2365,2,Gd,8,Typ,1,3,856,Y,337000,10,10
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,TwnhsE,1Story,8,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,1494,Ex,Y,SBrkr,1494,1494,1,Ex,6,Typ,1,2,481,Y,270000,11,10
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1498,Ex,Y,SBrkr,1506,1506,2,Ex,6,Typ,1,2,592,Y,264132,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,980,TA,Y,SBrkr,980,1714,2,TA,7,Typ,1,2,496,Y,196500,22,22
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,983,Ex,Y,SBrkr,983,1750,2,TA,7,Mod,0,1,423,Y,160000,68,23
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1860,Ex,Y,SBrkr,1836,1836,2,Gd,8,Typ,1,2,484,Y,216837,2,1
RL,IR2,HLS,AllPub,CulDSac,Mod,Norm,Norm,1Fam,2Story,8,Hip,CompShg,CemntBd,Wd Shng,Ex,TA,1650,Ex,Y,SBrkr,1690,3279,3,Ex,12,Mod,1,3,841,Y,538000,7,7
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,SFoyer,5,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,858,TA,Y,SBrkr,858,858,1,TA,5,Typ,0,2,576,Y,134900,27,27
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,836,TA,Y,FuseF,1220,1220,1,TA,6,Typ,0,2,396,Y,102000,55,55
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,Plywood,Plywood,TA,TA,1029,TA,Y,SBrkr,1117,1117,1,TA,6,Typ,1,2,672,Y,107000,34,34
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,912,Ex,Y,FuseA,912,912,1,TA,5,Typ,0,1,275,Y,114500,49,49
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1935,Gd,Y,SBrkr,1973,1973,2,Gd,9,Typ,1,3,895,Y,395000,1,1
RM,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,Hip,CompShg,VinylSd,VinylSd,TA,TA,1204,Ex,Y,SBrkr,1204,1204,2,TA,5,Typ,0,2,412,Y,162000,11,11
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1614,Ex,Y,SBrkr,1614,1614,2,Gd,7,Typ,0,3,865,Y,221500,1,0
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,Plywood,TA,TA,864,TA,Y,SBrkr,894,894,1,TA,5,Typ,1,2,440,Y,142500,32,32
RH,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,0,TA,Y,SBrkr,2020,2020,2,TA,10,Typ,2,2,630,Y,144000,30,30
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,SFoyer,6,Gable,CompShg,Plywood,ImStucc,TA,TA,975,TA,Y,SBrkr,1004,1004,1,TA,4,Typ,0,2,504,Y,135000,29,29
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,1237,Gd,Y,SBrkr,1253,1253,2,TA,6,Typ,1,2,402,Y,176000,12,11
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,761,Ex,Y,SBrkr,810,1603,2,Gd,7,Typ,0,2,484,Y,175900,14,14
RL,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1413,Ex,Y,SBrkr,1430,1430,2,Gd,6,Typ,0,2,605,Y,187100,8,7
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SFoyer,5,Gable,CompShg,Plywood,Plywood,TA,Gd,1097,Ex,Y,SBrkr,1110,1110,1,Gd,4,Typ,1,2,602,Y,165500,31,31
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,6,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,742,Ex,Y,SBrkr,742,1484,2,TA,9,Typ,1,0,0,Y,128000,94,7
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,1372,TA,Y,SBrkr,1342,1342,2,TA,7,Typ,1,2,457,Y,161500,42,42
RM,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,Gd,686,TA,Y,SBrkr,966,1652,2,TA,7,Typ,0,1,416,Y,139000,95,60
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,956,Ex,Y,SBrkr,956,2084,2,Gd,8,Typ,0,2,618,Y,233000,6,6
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,901,Ex,Y,SBrkr,901,901,1,TA,4,Typ,0,1,281,Y,107900,54,8
RL,IR1,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,832,Gd,Y,SBrkr,976,2087,2,Gd,9,Typ,0,2,444,Y,187500,41,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1145,Ex,Y,SBrkr,1145,1145,2,Gd,5,Typ,1,2,397,Y,160200,4,3
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,1029,TA,Y,SBrkr,1062,1062,1,TA,5,Typ,2,2,539,Y,146800,31,31
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,Gd,TA,1117,Ex,Y,SBrkr,1127,2013,2,TA,8,Typ,1,2,455,Y,269790,11,10
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,CemntBd,CmentBd,Gd,TA,1496,Ex,Y,SBrkr,1496,1496,2,Gd,7,Typ,0,2,474,Y,225000,0,0
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,Gd,TA,712,Ex,Y,SBrkr,1086,1895,2,Gd,7,Typ,1,2,409,Y,194500,14,12
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,650,TA,Y,SBrkr,888,1564,2,TA,7,Typ,1,2,476,Y,171000,30,29
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,TA,TA,660,Ex,Y,SBrkr,1285,1285,1,TA,7,Typ,1,2,528,Y,143500,30,30
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,773,Gd,Y,SBrkr,773,773,1,TA,4,Typ,0,1,240,Y,110000,55,55
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Ex,TA,1926,Ex,Y,SBrkr,1966,3140,3,Ex,11,Typ,2,3,820,Y,485000,1,0
RL,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,731,Ex,Y,SBrkr,981,1768,1,Gd,7,Typ,2,1,240,Y,175000,70,57
RL,IR1,HLS,AllPub,Inside,Mod,Feedr,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,616,Gd,Y,SBrkr,616,1688,2,Gd,8,Typ,0,2,603,Y,200000,11,11
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,1196,Ex,Y,FuseA,1196,1196,1,TA,5,Typ,0,2,440,Y,109900,91,17
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,WdShing,Wd Shng,Gd,TA,728,Ex,Y,SBrkr,728,1456,2,Gd,7,Typ,1,2,410,Y,189000,3,3
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Ex,TA,1734,Ex,Y,SBrkr,1734,2822,3,Ex,12,Typ,1,3,1020,Y,582933,1,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,936,TA,Y,SBrkr,1128,1128,1,TA,5,Min1,0,1,286,Y,118000,52,52
RL,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1417,Ex,Y,SBrkr,1428,1428,2,Ex,6,Typ,0,2,554,Y,227680,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,980,Gd,Y,SBrkr,980,980,2,TA,6,Typ,0,1,384,Y,135500,39,39
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1324,Ex,Y,SBrkr,1072,1576,1,Gd,6,Typ,1,2,528,Y,223500,86,5
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1024,TA,Y,SBrkr,1086,1086,1,TA,6,Typ,1,2,484,Y,159950,40,40
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2.5Unf,5,Hip,CompShg,AsbShng,AsbShng,TA,TA,849,TA,N,FuseA,1075,2138,2,TA,11,Typ,0,2,360,N,106000,111,44
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,TA,TA,1040,Fa,Y,SBrkr,1309,1309,1,Gd,5,Typ,1,2,484,Y,181000,32,7
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,848,Ex,Y,SBrkr,848,848,1,Gd,4,Typ,1,2,420,Y,144500,4,4
C (all),Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,540,TA,N,FuseA,1044,1044,1,Fa,4,Typ,0,2,504,N,55993,58,58
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,TA,TA,1442,Gd,Y,SBrkr,1442,1442,1,TA,7,Typ,0,1,301,Y,157900,49,49
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Stucco,Stucco,TA,TA,686,Gd,Y,SBrkr,686,1250,1,Fa,7,Typ,0,1,280,P,116000,88,56
RL,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,1649,Ex,Y,SBrkr,1661,1661,2,Gd,6,Typ,0,2,598,Y,224900,12,12
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,BrkFace,BrkFace,TA,TA,1008,Gd,Y,SBrkr,1008,1008,1,TA,4,Typ,1,1,275,Y,137000,52,52
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,CemntBd,CmentBd,Gd,TA,1568,Ex,Y,SBrkr,1689,1689,2,Gd,7,Typ,2,3,857,Y,271000,6,6
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,1010,Gd,Y,SBrkr,1052,1052,1,TA,6,Typ,0,2,440,Y,155000,39,39
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1358,Ex,Y,SBrkr,1358,1358,2,Gd,6,Typ,1,2,484,Y,224000,1,0
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,798,Ex,Y,SBrkr,798,1640,2,Gd,6,Typ,0,2,595,Y,183000,5,5
RM,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,2fmCon,1Story,4,Gable,CompShg,MetalSd,MetalSd,Fa,TA,936,TA,N,SBrkr,936,936,1,TA,4,Min2,0,2,576,Y,93000,56,56
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,847,Ex,Y,SBrkr,847,1733,2,Gd,7,Typ,1,2,433,Y,225000,4,4
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,778,TA,Y,SBrkr,944,1489,2,TA,7,Typ,1,1,240,Y,139500,69,59
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1489,Ex,Y,SBrkr,1489,1489,2,Gd,7,Typ,1,2,776,Y,232600,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,PosN,PosN,1Fam,1Story,10,Hip,CompShg,CemntBd,CmentBd,Ex,TA,2078,Ex,Y,SBrkr,2084,2084,2,Ex,7,Typ,1,3,1220,Y,385000,1,0
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,784,Gd,Y,SBrkr,784,784,1,Gd,5,Typ,0,0,0,Y,109500,84,58
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1454,Ex,Y,SBrkr,1434,1434,2,Gd,6,Typ,1,2,527,Y,189000,8,8
RL,IR2,Low,AllPub,CulDSac,Sev,Norm,Norm,1Fam,2Story,5,Flat,Tar&Grv,Plywood,Plywood,TA,TA,1013,TA,Y,SBrkr,1160,2126,2,TA,7,Min2,0,2,538,Y,185000,42,42
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,Gable,CompShg,MetalSd,MetalSd,Gd,TA,600,Ex,Y,SBrkr,520,1223,2,Gd,4,Typ,0,2,480,Y,147400,1,1
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,1392,TA,Y,FuseA,1392,1392,1,TA,6,Typ,2,2,458,Y,166000,51,51
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,Gable,CompShg,MetalSd,MetalSd,TA,TA,600,Ex,Y,SBrkr,520,1200,2,Gd,4,Typ,0,2,480,Y,151000,1,1
